Company Name,Job Summary,Job Title,Location,Salary
CACI International Inc,"Assists in the review of study data for data quality; Oversees and develops data management systems, including computer programs to monitor data quality;...",STATISTICIAN Job,Atlanta,L
Computer Futures,"External data, internal data, machine data, etc), data formats and data structures. The data scientist will conduct complex analysis projects involving...",Long Term Data Scientist Opportunity,Atlanta,L
"Lohmann Specialty Coatings, LLC (Orange, VA)","Ability to conduct routine lab tests, analyze and interpret data, design and develop lab-scale prototypes and provide excellent documentation....",Applications/Product Development Engineer/Scientist (Medical...,Atlanta,L
firstPRO,"Data scientist, SQL, data anlysis, R:. Fast growing, exciting company has an immediate need for a SQL Data Scientist on a direct hire basis....",Data Scientist / SQL,Atlanta,L
Oak Ridge Associated Universities,"Analyzing and interpreting data. Producing, compiling, cleaning, and appropriately storing data. Maintaining accurate data records and protocols used for...",Parasitic Diseases Branch Bioinformatics Fellowship--CDC,Atlanta,L
Emory University,"Responsible for post-award processing of grants and contracts for a department, division or school. Provides account management, reconciliation, and",Research Financial Analyst (Dept/Sch),Atlanta,L
Equifax,"Activities would include design of questionnaires, coordination/managing of projects and timelines with internal departments/external vendors, data processing...",Consumer Research Analyst,Atlanta,L
CocaCola,"Finance and Procurement Operations, Human Resources Operations, Workplace Strategy and Operations, Controls and Compliance, Change Practice, Operational...",UX Research Analyst,Atlanta,L
Karna LLC,"DTS, Monitoring and Evaluation, laboratory, testing, data collection techniques, qualitative data analysis. Perform duties as outlined herein while exhibiting...",Biologist/Chemist,Atlanta,L
PreVisor,"Identify opportunities for improving, collecting and analyzing data, and developing assessment content. The Research Scientist is critical to the Content and...",Research Scientist,Atlanta,L
Cox Automotive,"The Data Scientist will be involved in all phases of (Big Data) analytics projects including question, formulation, design, research and development, proofs-of...",Associate Data Scientist,Atlanta,L
Emory University,"Using an advanced knowledge of research methodology and techniques, provides leadership in the planning and development of survey instruments, guidelines, and...","Asc Dir, Research Projects",Atlanta,L
Acro Service Corporation,It uses the Oracle iStore application to collect orders by scientists and laboratorians. Designs and develops a data system to accomplish system required...,Business Process Consultant,Atlanta,L
CP Kelco,"Manage price change execution, including data integrity and consistency. Drive continual improvements to business dashboards through expanding data and...","Business Analyst, Sales and Marketing Research & Analysis",Atlanta,L
CocaCola,"Record data from analyses or experiments in a computer, log book or laboratory notebook. The ideal candidate is a product development scientist with...","Scientist V, Monster Product Development",Atlanta,L
KPMG,"Five years of professional experience working as a Data Scientist. We are currently seeking a Data Scientist, to join our Data Analytics team in our Atlanta...",Data Scientist,Atlanta,L
Oak Ridge Associated Universities,"This will include contributing to laboratory data output, data management, and analysis. Collaborate with scientists in diverse research, development, and...",Molecular Assay Development Fellowship,Atlanta,L
Ga. Dept. of Admin. Services,Strong data research and analysis skills for the position of Statistical Data. To determine and map source to target data and documents data cleansing rules....,Statistical Data Analyst,Atlanta,L
Accenture,"Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",Analytics Strategy & Transformation Manager(CPG/Retail),Atlanta,L
Meridian Group,"Meridian Group Partners, a boutique recruiting firm, is seeking an addition to their current team. The role of the Talent Research Analyst is to work with our",Talent Research Analyst,Atlanta,L
Turner,"Independently interpret data into usable formats, and provide insights about linear TV, VOD and SVOD viewership for Cartoon Network & Boomerang and competitors...",Sr Research Analyst,Atlanta,L
Turner,Typically requires 0-5 years of relevant experience applying operations research and data sciences techniques....,Sr Operations Research Analyst,Atlanta,L
ANALYTICA,Experience with analyzing longitudinal and survival data (including interval-censored data) based on complex survey designs....,Sr. Statistical Programming Support Engineer,Atlanta,L
Astrix Technology Group,Perform analytical testing and data interpretation. Fast growing global specialty chemical company customizing solutions to diverse industry segments is...,Research Scientist,Atlanta,L
Mercer,Communicate with investment managers and custodians to gather and/or clarify client-specific data for reporting;...,Quantitative Analyst,Atlanta,L
Habitat for Humanity,"4 years' minimum related experience working with data analysis, data cleansing and/or statistics. Senior Analyst - Data Analysis and Reporting....",Senior Analyst - Data Analysis and Reporting,Atlanta,L
Children's Healthcare of Atlanta,"Performs, records and analyzes QC data; Certification as a Medical Technologist or Medical Laboratory Scientist (ASCP or equivalent) or the technologist...",Medical Technologist 1 - Blood Bank - Night Shift - Egleston...,Atlanta,L
Emory University,"Compiles data and records results of studies for publications, grants and seminar presentations. The candidate should enjoy and be capable of working with...",Research Specialist,Atlanta,L
CocaCola,Experience with automated sensory data collection systems. Competent in performing statistical analysis of sensory descriptive data and assessing panel...,"Scientist III, TCR",Atlanta,L
